time_s,knee_left_deg_3d,knee_right_deg_3d,elbow_left_deg_3d,elbow_right_deg_3d,torso_yaw_deg,torso_pitch_deg,torso_roll_deg,root_x_m,root_y_m,root_z_m,nose_x,left_eye_inner_x,left_eye_x,left_eye_outer_x,right_eye_inner_x,right_eye_x,right_eye_outer_x,left_ear_x,right_ear_x,mouth_left_x,mouth_right_x,left_shoulder_x,right_shoulder_x,left_elbow_x,right_elbow_x,left_wrist_x,right_wrist_x,left_pinky_x,right_pinky_x,left_index_x,right_index_x,left_thumb_x,right_thumb_x,left_hip_x,right_hip_x,left_knee_x,right_knee_x,left_ankle_x,right_ankle_x,left_heel_x,right_heel_x,left_foot_index_x,right_foot_index_x,nose_y,left_eye_inner_y,left_eye_y,left_eye_outer_y,right_eye_inner_y,right_eye_y,right_eye_outer_y,left_ear_y,right_ear_y,mouth_left_y,mouth_right_y,left_shoulder_y,right_shoulder_y,left_elbow_y,right_elbow_y,left_wrist_y,right_wrist_y,left_pinky_y,right_pinky_y,left_index_y,right_index_y,left_thumb_y,right_thumb_y,left_hip_y,right_hip_y,left_knee_y,right_knee_y,left_ankle_y,right_ankle_y,left_heel_y,right_heel_y,left_foot_index_y,right_foot_index_y,nose_z,left_eye_inner_z,left_eye_z,left_eye_outer_z,right_eye_inner_z,right_eye_z,right_eye_outer_z,left_ear_z,right_ear_z,mouth_left_z,mouth_right_z,left_shoulder_z,right_shoulder_z,left_elbow_z,right_elbow_z,left_wrist_z,right_wrist_z,left_pinky_z,right_pinky_z,left_index_z,right_index_z,left_thumb_z,right_thumb_z,left_hip_z,right_hip_z,left_knee_z,right_knee_z,left_ankle_z,right_ankle_z,left_heel_z,right_heel_z,left_foot_index_z,right_foot_index_z
8.840,166.005,86.774,111.904,102.052,175.266,76.005,-16.086,0.001693,-0.001607,0.000565,0.258645,0.243824,0.245661,0.24452,0.249129,0.252006,0.254948,0.168286,0.1358,0.246464,0.236325,0.118669,0.06799,-0.008499,-0.08798,0.068838,0.019378,0.063524,0.075694,0.084275,0.13392,0.081367,0.042759,0.032736,-0.029349,0.164097,-0.111643,0.231927,-0.47518,0.217575,-0.517957,0.316898,-0.559511,-0.563134,-0.585893,-0.585757,-0.586217,-0.588879,-0.586427,-0.575984,-0.592706,-0.528074,-0.563016,-0.521676,-0.450361,-0.504733,-0.312933,-0.261916,-0.16088,-0.138473,-0.146469,-0.113627,-0.130311,-0.144915,-0.126724,-0.142806,0.006375,-0.009589,0.374505,0.286463,0.732064,0.197271,0.767119,0.171199,0.756711,0.175084,-0.159668,-0.148033,-0.139694,-0.144364,-0.194178,-0.207493,-0.185913,-0.078385,-0.218806,-0.119353,-0.189209,0.09514,-0.159108,0.133545,-0.201823,0.169016,-0.141006,0.195091,-0.179758,0.174473,-0.164264,0.158993,-0.136379,0.114438,-0.113308,0.086148,-0.157515,0.128744,0.101913,0.141254,0.096922,0.152869,0.178792
8.880,151.382,71.894,133.952,112.682,158.258,72.95,-36.487,0.001682,-0.001656,0.000526,0.267196,0.253548,0.255219,0.253928,0.258102,0.260837,0.264111,0.176932,0.144627,0.253415,0.24541,0.132208,0.086561,0.012791,-0.001693,0.084986,0.096198,0.082538,0.149622,0.102098,0.208278,0.097275,0.120792,0.032421,-0.029058,0.135299,0.058983,0.089293,-0.247031,0.059074,-0.282626,0.086162,-0.320973,-0.565944,-0.586145,-0.585915,-0.586353,-0.58911,-0.586918,-0.576186,-0.584752,-0.523554,-0.563066,-0.522071,-0.421205,-0.477804,-0.165786,-0.201047,0.024604,-0.110417,0.043775,-0.097622,0.050414,-0.141944,0.05459,-0.124552,0.008185,-0.011496,0.417705,0.237852,0.73378,0.233228,0.761929,0.219421,0.766953,0.242045,-0.228375,-0.218456,-0.209155,-0.213193,-0.262938,-0.275914,-0.253242,-0.143481,-0.283315,-0.186141,-0.255628,0.041547,-0.203611,0.088129,-0.198222,0.097096,-0.129477,0.121865,-0.171347,0.098084,-0.153095,0.086081,-0.124795,0.113788,-0.112736,0.090717,-0.129327,0.176141,0.11219,0.193834,0.104548,0.211355,0.16406
8.920,140.73,60.447,130.533,100.397,142.982,79.365,-52.339,0.001717,-0.001712,0.00045,0.28147,0.266114,0.268046,0.266809,0.272257,0.274625,0.278072,0.185102,0.152386,0.264495,0.256553,0.126927,0.108414,-0.001787,0.046781,0.053813,0.182715,0.047935,0.250686,0.069665,0.298036,0.065064,0.20181,0.020543,-0.01711,0.087073,0.136604,-0.083521,-0.185382,-0.126721,-0.224806,-0.074926,-0.251536,-0.567582,-0.586545,-0.586336,-0.586564,-0.589314,-0.587054,-0.576526,-0.584061,-0.520481,-0.5631,-0.522133,-0.422652,-0.45604,-0.192482,-0.178845,-0.044681,-0.112919,-0.034035,-0.120828,-0.024368,-0.177164,-0.016479,-0.138661,0.008644,-0.012069,0.395608,0.182493,0.716605,0.199256,0.74571,0.188422,0.763379,0.234797,-0.195551,-0.185552,-0.1772,-0.181153,-0.231088,-0.24398,-0.221969,-0.115767,-0.254261,-0.154533,-0.223697,0.05213,-0.184951,0.092172,-0.180075,0.108636,-0.039341,0.126458,-0.073661,0.102069,-0.047617,0.098697,-0.030955,0.113846,-0.112946,0.088605,-0.132686,0.136094,0.136774,0.150122,0.134521,0.181991,0.224389
8.960,65.94,141.326,130.526,95.281,5.493,77.384,170.921,0.001687,-0.002191,0.000523,0.29897,0.273678,0.275426,0.275213,0.284764,0.287439,0.291314,0.182281,0.160652,0.274314,0.270881,0.082828,0.150498,-0.079616,0.11917,-0.049699,0.25763,-0.052815,0.324783,-0.041077,0.359487,-0.037214,0.275779,0.019217,-0.015843,0.241142,-0.028799,-0.057649,-0.258608,-0.11354,-0.309002,-0.130662,-0.259759,-0.581467,-0.603257,-0.603059,-0.60469,-0.606802,-0.603849,-0.592817,-0.602986,-0.535949,-0.574158,-0.532576,-0.445343,-0.457502,-0.252107,-0.19799,-0.070227,-0.168861,-0.048158,-0.198925,-0.056772,-0.253432,-0.044127,-0.199923,0.003396,-0.007778,0.253933,0.283998,0.35039,0.595071,0.353325,0.61662,0.410453,0.651382,-0.055397,-0.049268,-0.041561,-0.043954,-0.100916,-0.113351,-0.090955,0.005311,-0.153416,-0.01742,-0.090552,0.157597,-0.12457,0.182643,-0.112321,0.235539,0.05393,0.260724,0.011029,0.239526,0.049496,0.22653,0.066265,0.123097,-0.122051,0.095281,-0.133084,0.145039,-0.012869,0.16322,-0.04057,0.19876,-0.08772
9.000,77.524,157.206,125.81,82.018,1.517,67.377,167.711,0.001668,-0.002371,0.000527,0.293154,0.270823,0.272681,0.272209,0.280687,0.283483,0.287413,0.167124,0.16056,0.272732,0.266266,0.051031,0.160846,-0.110431,0.145308,-0.072061,0.282478,-0.070638,0.357915,-0.053937,0.382132,-0.060442,0.297019,0.019085,-0.01575,0.281853,-0.180721,-0.011073,-0.436305,-0.04217,-0.466391,-0.014984,-0.395489,-0.584407,-0.60569,-0.605987,-0.607445,-0.609389,-0.606759,-0.595551,-0.603383,-0.538214,-0.575043,-0.534906,-0.453101,-0.463143,-0.281794,-0.200309,-0.080359,-0.235592,-0.071258,-0.262928,-0.065201,-0.316946,-0.059231,-0.266338,0.001342,-0.006083,0.224078,0.298218,0.452852,0.598334,0.47077,0.617053,0.542971,0.659292,-0.017604,-0.011946,-0.0049,-0.007682,-0.062073,-0.074194,-0.052912,0.028122,-0.119378,0.015477,-0.054811,0.166661,-0.08879,0.176869,-0.07209,0.211128,0.108083,0.233018,0.07959,0.214894,0.112677,0.202312,0.120575,0.122748,-0.121694,0.094055,-0.131563,0.180379,-0.004358,0.205224,-0.027325,0.254037,-0.049327
9.040,95.905,150.996,122.427,73.132,-2.013,62.492,165.654,0.001664,-0.002354,0.000521,0.279754,0.253641,0.255168,0.255649,0.269318,0.272707,0.277266,0.139105,0.152388,0.252394,0.251711,0.023389,0.154327,-0.151672,0.144388,-0.115443,0.279695,-0.116144,0.353589,-0.094853,0.368914,-0.103183,0.290037,0.018942,-0.015614,0.285586,-0.217049,0.11208,-0.547118,0.074262,-0.583332,0.141437,-0.566085,-0.583227,-0.605339,-0.605807,-0.607193,-0.608214,-0.605839,-0.594813,-0.603289,-0.537602,-0.573738,-0.533168,-0.456045,-0.465624,-0.291237,-0.208969,-0.091531,-0.26759,-0.081329,-0.298486,-0.057082,-0.351887,-0.064931,-0.298171,0.001366,-0.006073,0.250772,0.291835,0.495006,0.513557,0.49684,0.525387,0.623724,0.577275,0.01333,0.018953,0.025697,0.022452,-0.031413,-0.043641,-0.022932,0.051108,-0.092865,0.043271,-0.026888,0.178875,-0.070306,0.174123,-0.072925,0.202907,0.098228,0.222461,0.075462,0.204368,0.108705,0.19323,0.111807,0.122566,-0.121525,0.088117,-0.148056,0.172479,-0.04253,0.196942,-0.066442,0.241023,-0.085737
9.080,127.913,132.631,124.969,74.92,-2.844,61.476,164.905,0.001621,-0.002358,0.000507,0.276073,0.247583,0.24891,0.249762,0.264684,0.268502,0.273113,0.135437,0.148966,0.248601,0.248266,0.016498,0.155464,-0.157735,0.146592,-0.13013,0.268568,-0.134025,0.338192,-0.111975,0.352245,-0.118122,0.27704,0.018326,-0.015084,0.275697,-0.221717,0.248543,-0.619492,0.224288,-0.664118,0.308912,-0.661804,-0.576052,-0.598794,-0.59915,-0.600897,-0.599406,-0.5975,-0.586961,-0.597914,-0.526684,-0.566506,-0.524796,-0.454403,-0.461632,-0.290887,-0.213223,-0.093944,-0.270897,-0.08206,-0.302511,-0.0422,-0.351297,-0.05811,-0.298843,0.001355,-0.006072,0.264345,0.290444,0.606095,0.389051,0.640524,0.38438,0.700457,0.457112,0.016135,0.025483,0.031087,0.02865,-0.025923,-0.03881,-0.018125,0.061257,-0.0846,0.047302,-0.024161,0.186514,-0.069339,0.166588,-0.065266,0.169669,0.116984,0.189859,0.095718,0.17001,0.133304,0.15956,0.133297,0.12336,-0.122345,0.086866,-0.184476,0.166649,-0.0808,0.188816,-0.103486,0.215659,-0.110215
9.120,154.304,109.578,125.23,78.236,-10.662,62.883,156.4,0.001495,-0.002223,0.000494,0.275616,0.246982,0.248373,0.24938,0.264502,0.268228,0.272749,0.134871,0.148817,0.246985,0.247275,0.021902,0.151101,-0.136326,0.129567,-0.102315,0.250323,-0.112166,0.314936,-0.088241,0.339211,-0.09039,0.260592,0.012156,-0.009167,0.229999,-0.181091,0.302962,-0.57223,0.293775,-0.617316,0.397475,-0.638557,-0.566686,-0.589106,-0.589498,-0.590848,-0.589878,-0.588194,-0.578135,-0.591426,-0.520256,-0.560187,-0.518104,-0.450341,-0.463664,-0.288069,-0.236223,-0.095389,-0.250286,-0.078098,-0.267694,-0.043591,-0.313743,-0.058733,-0.273615,0.002529,-0.006975,0.325999,0.279228,0.656948,0.230525,0.692695,0.211276,0.700324,0.241194,0.056366,0.069525,0.07472,0.071597,0.017726,0.005028,0.025262,0.107622,-0.04414,0.085704,0.012639,0.217917,-0.045196,0.192707,-0.067005,0.198128,0.085427,0.220412,0.062367,0.207647,0.097406,0.192184,0.101183,0.123175,-0.122187,0.085572,-0.19258,0.136952,-0.094885,0.153254,-0.116641,0.18392,-0.087824
9.160,167.629,95.055,125.272,93.282,-10.111,63.403,156.854,0.001696,-0.001951,0.000489,0.267859,0.245,0.246633,0.247525,0.263639,0.267131,0.271899,0.135982,0.149344,0.24019,0.241093,0.027762,0.14894,-0.118274,0.140353,-0.07499,0.231567,-0.082393,0.302242,-0.059142,0.32998,-0.062461,0.245449,0.004903,-0.001511,0.154349,-0.163185,0.251245,-0.517847,0.240147,-0.567452,0.339871,-0.581246,-0.552816,-0.578122,-0.578586,-0.579568,-0.579904,-0.578232,-0.567835,-0.589869,-0.520051,-0.551124,-0.509358,-0.447685,-0.46405,-0.274781,-0.235203,-0.095293,-0.214352,-0.075797,-0.219922,-0.045672,-0.256246,-0.058678,-0.232029,0.004222,-0.008124,0.370072,0.279759,0.681843,0.155828,0.71468,0.125195,0.703272,0.134276,0.045018,0.055549,0.061804,0.058273,0.007969,-0.004559,0.015372,0.089011,-0.049893,0.072316,0.004581,0.207567,-0.041365,0.193848,-0.05146,0.218051,0.10577,0.242802,0.089934,0.235251,0.120164,0.214066,0.120398,0.120627,-0.119648,0.098638,-0.186564,0.145431,-0.041496,0.161001,-0.05148,0.208759,0.050701
9.200,161.179,59.334,134.045,144.361,11.039,72.095,178.178,0.001651,-0.001816,0.000561,0.266429,0.246163,0.247906,0.248206,0.263386,0.266871,0.271578,0.156082,0.153775,0.240324,0.241058,0.06023,0.147377,-0.034381,0.069011,0.021148,0.078226,0.006765,0.105082,0.022277,0.156969,0.029913,0.092071,-0.005444,0.008747,0.084366,0.067032,0.113556,-0.249973,0.093119,-0.289324,0.134912,-0.348055,-0.54699,-0.571805,-0.571285,-0.57218,-0.574803,-0.572867,-0.561929,-0.581061,-0.516145,-0.545428,-0.504748,-0.442087,-0.462716,-0.248281,-0.179522,-0.099472,-0.026094,-0.086019,7e-05,-0.075236,-0.022316,-0.067967,-0.02753,0.003951,-0.007583,0.3802,0.260388,0.695275,0.165259,0.723454,0.139067,0.71533,0.151623,-0.106723,-0.100912,-0.092052,-0.095565,-0.141676,-0.153887,-0.132296,-0.048394,-0.167334,-0.071405,-0.133763,0.129427,-0.11927,0.158689,-0.149227,0.194012,-0.078537,0.221967,-0.121089,0.20717,-0.098398,0.189216,-0.071584,0.119907,-0.118786,0.102368,-0.177506,0.183687,0.044453,0.202089,0.037958,0.248369,0.134477
9.240,158.93,57.579,159.102,154.089,66.539,87.381,-128.943,0.001781,-0.001619,0.00055,0.26508,0.248521,0.250301,0.250012,0.263006,0.266243,0.270946,0.176504,0.153552,0.241836,0.240425,0.120224,0.135864,0.081207,0.065137,0.115796,0.046184,0.097571,0.057395,0.103012,0.107622,0.118309,0.055444,-0.004786,0.008348,0.034534,0.116763,-0.035964,-0.199419,-0.0641,-0.237436,0.026194,-0.295237,-0.551417,-0.574905,-0.573946,-0.574358,-0.578714,-0.57723,-0.565262,-0.583034,-0.522681,-0.550793,-0.5117,-0.442411,-0.470732,-0.221383,-0.192557,-0.033982,-0.041998,0.001997,-0.007048,0.014758,-0.021762,0.001102,-0.038353,0.004655,-0.007892,0.399386,0.264985,0.738491,0.181482,0.771063,0.157098,0.770874,0.173891,-0.151469,-0.140262,-0.131159,-0.13545,-0.180373,-0.192895,-0.171431,-0.071015,-0.188602,-0.110623,-0.172781,0.114783,-0.147263,0.141943,-0.19965,0.149746,-0.160135,0.173423,-0.203393,0.150112,-0.188103,0.139472,-0.156349,0.118424,-0.117324,0.113211,-0.150608,0.182011,0.102069,0.199388,0.09535,0.241418,0.199497
9.280,162.246,49.34,114.161,153.374,-177.02,82.946,-11.671,0.001835,-0.001606,0.000645,0.263954,0.248648,0.250542,0.250108,0.259739,0.262893,0.266334,0.178226,0.14613,0.242517,0.238229,0.133496,0.111993,0.128207,0.012006,0.253328,0.028426,0.261044,0.046976,0.26771,0.106793,0.263015,0.042724,-0.009175,0.012844,-0.076016,0.233453,-0.197067,-0.12315,-0.22928,-0.164948,-0.131938,-0.204595,-0.555826,-0.581067,-0.580485,-0.580561,-0.585005,-0.583592,-0.571325,-0.59203,-0.530323,-0.555611,-0.517074,-0.445341,-0.488533,-0.237834,-0.210918,-0.174057,-0.071664,-0.171898,-0.0361,-0.182204,-0.053014,-0.154792,-0.069589,0.004891,-0.008102,0.384548,0.223194,0.718033,0.2068,0.748283,0.189923,0.760904,0.222845,-0.14531,-0.133139,-0.123779,-0.127881,-0.176607,-0.189608,-0.167382,-0.0567,-0.183999,-0.101687,-0.167374,0.119887,-0.142491,0.136995,-0.250025,0.112489,-0.280313,0.118592,-0.336569,0.095656,-0.32232,0.097776,-0.279113,0.117919,-0.11663,0.115151,-0.13804,0.205917,0.077894,0.225678,0.072089,0.271558,0.131737
9.320,131.355,102.442,119.841,140.393,-178.928,81.1,-11.124,0.00159,-0.001675,0.000577,0.251814,0.238709,0.240895,0.240017,0.247772,0.250188,0.252709,0.17754,0.136666,0.235742,0.2261,0.12073,0.093636,0.139239,-0.037497,0.291646,-0.036013,0.316614,-0.014347,0.318595,0.04418,0.304687,-0.018764,-0.003228,0.006408,0.002269,0.115286,-0.191284,-0.218698,-0.236186,-0.233557,-0.230711,-0.298044,-0.572359,-0.600163,-0.60062,-0.600898,-0.606517,-0.603961,-0.59182,-0.616896,-0.558713,-0.570683,-0.532724,-0.466571,-0.524718,-0.315597,-0.287371,-0.284838,-0.07354,-0.298326,-0.068388,-0.311384,-0.09357,-0.272859,-0.09168,0.004745,-0.008095,0.331342,0.23472,0.528083,0.491102,0.543203,0.510902,0.596381,0.579172,-0.133533,-0.125072,-0.115968,-0.119056,-0.166616,-0.17899,-0.157033,-0.058508,-0.177894,-0.091361,-0.154848,0.112083,-0.1411,0.19027,-0.2128,0.305315,-0.166852,0.329851,-0.209945,0.316126,-0.193445,0.299351,-0.162251,0.116493,-0.11534,0.124815,-0.115516,0.234324,0.046268,0.255991,0.025385,0.285335,-0.007398
9.360,93.718,159.34,90.549,133.732,-165.506,74.399,4.588,0.001888,-0.001667,0.000446,0.245539,0.232389,0.235134,0.234219,0.240299,0.243382,0.246438,0.166083,0.128214,0.228843,0.218419,0.115097,0.065395,0.106147,-0.091919,0.245074,-0.068844,0.269009,-0.032052,0.276728,0.019485,0.258678,-0.049352,0.025945,-0.022169,0.257353,-0.200733,-0.027939,-0.510378,-0.090412,-0.536751,0.010552,-0.471848,-0.571209,-0.599499,-0.600136,-0.600513,-0.606021,-0.603422,-0.591365,-0.616082,-0.560909,-0.57049,-0.531997,-0.464701,-0.53329,-0.303187,-0.292454,-0.284089,-0.086715,-0.302157,-0.080936,-0.309749,-0.105888,-0.27194,-0.106343,0.004835,-0.008169,0.297234,0.254915,0.571281,0.560405,0.594018,0.58278,0.601848,0.634036,-0.119205,-0.110615,-0.103148,-0.107819,-0.158374,-0.170748,-0.14995,-0.040296,-0.166903,-0.07205,-0.138739,0.120172,-0.097544,0.162197,-0.128725,0.123929,-0.058479,0.109409,-0.081182,0.109257,-0.085124,0.115616,-0.061152,0.115149,-0.114258,0.067734,-0.121299,0.156909,0.004812,0.177387,-0.022699,0.186791,-0.078873
9.400,117.674,145.282,85.308,127.593,-165.822,69.621,5.899,0.00179,-0.001643,0.000529,0.232549,0.22145,0.224331,0.22351,0.227957,0.231671,0.235207,0.151724,0.120006,0.2147,0.205745,0.111763,0.042744,0.081942,-0.129564,0.217556,-0.088843,0.239634,-0.049031,0.250918,0.002847,0.231462,-0.068003,0.036838,-0.033257,0.271631,-0.200886,0.160072,-0.560407,0.126918,-0.596382,0.218889,-0.566253,-0.561889,-0.590928,-0.591535,-0.592445,-0.597214,-0.595018,-0.583899,-0.614331,-0.557893,-0.564703,-0.526768,-0.465194,-0.530741,-0.305097,-0.288923,-0.283095,-0.08901,-0.29345,-0.088359,-0.297073,-0.114867,-0.266904,-0.111192,0.004793,-0.00808,0.305141,0.265375,0.637706,0.495855,0.671681,0.508559,0.712465,0.557952,-0.11387,-0.106235,-0.099941,-0.105792,-0.157168,-0.169908,-0.148297,-0.034996,-0.162016,-0.065519,-0.133288,0.123264,-0.086247,0.144436,-0.121184,0.069899,-0.056164,0.055544,-0.079504,0.05058,-0.08186,0.06001,-0.057926,0.113917,-0.11286,0.030134,-0.167004,0.123994,-0.061803,0.143659,-0.087346,0.144061,-0.124524
9.440,149.686,127.112,109.568,126.028,-172.944,77.165,-1.361,0.001708,-0.001646,0.000602,0.234993,0.222088,0.224531,0.223929,0.228653,0.232528,0.236081,0.142876,0.120378,0.216838,0.208661,0.096718,0.05248,-0.030649,-0.111217,0.032609,-0.055342,0.027298,-0.017389,0.04894,0.042843,0.047027,-0.033191,0.033287,-0.02987,0.224502,-0.185278,0.288735,-0.575352,0.277769,-0.617326,0.372016,-0.620999,-0.561807,-0.590061,-0.590592,-0.591555,-0.596083,-0.593852,-0.583283,-0.608906,-0.548912,-0.564616,-0.525967,-0.464956,-0.527573,-0.300495,-0.284418,-0.202429,-0.095395,-0.181182,-0.092667,-0.167779,-0.119777,-0.170472,-0.11691,0.004878,-0.008171,0.309076,0.249873,0.663967,0.361774,0.700667,0.357651,0.710938,0.397459,-0.117097,-0.107686,-0.10055,-0.105761,-0.156883,-0.169635,-0.148455,-0.041206,-0.179322,-0.073374,-0.144127,0.114224,-0.118297,0.145141,-0.199344,0.150186,-0.181847,0.16723,-0.224867,0.149812,-0.206501,0.143472,-0.177164,0.113897,-0.112692,0.03012,-0.201126,0.080775,-0.090226,0.095049,-0.112695,0.094099,-0.116367
9.480,105.62,160.223,124.695,123.657,-37.014,87.324,135.929,0.00159,-0.001629,0.000497,0.239113,0.222352,0.22486,0.224399,0.230798,0.234192,0.237537,0.139941,0.121457,0.218498,0.211794,0.05564,0.070153,-0.046364,-0.066259,0.019045,-0.020661,0.021952,0.014837,0.033022,0.064577,0.034019,-0.011566,-0.006232,0.009413,-0.106334,0.095949,-0.426687,0.170377,-0.481384,0.184356,-0.523684,0.320928,-0.578215,-0.606944,-0.607248,-0.60829,-0.616365,-0.613212,-0.601773,-0.618888,-0.560936,-0.577207,-0.5383,-0.473281,-0.524907,-0.315743,-0.280023,-0.19342,-0.104064,-0.172469,-0.093774,-0.154987,-0.121621,-0.162982,-0.12079,0.004357,-0.007615,0.311548,0.264937,0.305181,0.640623,0.297345,0.672771,0.30239,0.661889,-0.07922,-0.077183,-0.066247,-0.07059,-0.12162,-0.13392,-0.112058,-0.020355,-0.152877,-0.042126,-0.107014,0.136437,-0.102872,0.210152,-0.196218,0.283676,-0.136734,0.314002,-0.180022,0.30656,-0.151697,0.283705,-0.131683,0.112447,-0.111454,0.085158,-0.102064,0.145496,0.042219,0.167538,0.021874,0.215657,0.012759
9.520,79.345,151.394,128.215,127.268,-2.917,83.082,168.252,0.001682,-0.001625,0.000455,0.245302,0.227735,0.230635,0.229741,0.23519,0.238648,0.241759,0.143907,0.127393,0.221586,0.219061,0.059887,0.096792,0.006499,0.019737,0.098523,0.093472,0.111965,0.140543,0.120425,0.180576,0.113859,0.105236,-0.013815,0.017179,-0.052374,0.149194,-0.365886,0.124475,-0.420143,0.1283,-0.484301,0.258089,-0.591971,-0.619247,-0.618799,-0.620306,-0.628098,-0.625324,-0.61326,-0.62782,-0.569034,-0.588424,-0.549589,-0.477209,-0.522426,-0.301964,-0.255752,-0.140004,-0.10526,-0.129388,-0.112205,-0.118959,-0.156472,-0.116588,-0.130731,0.004286,-0.007536,0.374838,0.292509,0.270063,0.701409,0.252161,0.737526,0.261968,0.731337,-0.094735,-0.092537,-0.081851,-0.085373,-0.134676,-0.147328,-0.124708,-0.030722,-0.157929,-0.056817,-0.118795,0.136828,-0.111187,0.191006,-0.185473,0.167393,-0.13303,0.184244,-0.17513,0.183054,-0.148321,0.167013,-0.126924,0.112886,-0.111976,0.128616,-0.054784,0.263469,0.107212,0.293272,0.089278,0.360758,0.078848
9.560,153.959,95.305,125.402,107.605,14.999,84.09,-174.338,0.001662,-0.001546,0.000455,0.24569,0.228994,0.231705,0.230623,0.23554,0.238954,0.242259,0.151165,0.127845,0.222586,0.219424,0.064274,0.096753,0.001476,0.023898,0.097344,0.128598,0.105822,0.18616,0.120207,0.23015,0.112794,0.14495,-0.012204,0.015528,0.020961,0.074494,-0.097359,-0.113729,-0.133249,-0.175409,-0.041454,-0.242708,-0.590316,-0.616144,-0.615829,-0.617221,-0.624244,-0.62153,-0.609761,-0.622607,-0.56292,-0.586234,-0.547384,-0.463907,-0.495223,-0.251339,-0.2089,-0.112203,-0.109791,-0.104735,-0.112315,-0.090845,-0.158576,-0.084727,-0.131368,0.004823,-0.007914,0.391489,0.260747,0.71724,0.301927,0.750501,0.292732,0.758717,0.307234,-0.137009,-0.126875,-0.117351,-0.121611,-0.169238,-0.181721,-0.160094,-0.060383,-0.186748,-0.096436,-0.160907,0.126527,-0.135461,0.182675,-0.178902,0.164151,-0.073081,0.181089,-0.10901,0.174759,-0.082286,0.159383,-0.064398,0.112874,-0.111965,0.100334,-0.079767,0.136785,0.175977,0.151223,0.172742,0.18254,0.252698
9.600,55.27,136.344,132.599,112.057,12.295,76.965,-178.072,0.001488,-0.001608,0.000736,0.261072,0.23851,0.240801,0.240002,0.245158,0.249183,0.251875,0.150918,0.131133,0.234258,0.233702,0.057955,0.122875,-0.077873,0.103163,-0.049903,0.214623,-0.054871,0.271215,-0.037164,0.308299,-0.035752,0.231991,-0.009666,0.012642,0.167377,0.055489,-0.120952,-0.178371,-0.177189,-0.214604,-0.227361,-0.148329,-0.602727,-0.626228,-0.626132,-0.62806,-0.633283,-0.630559,-0.619535,-0.627465,-0.565528,-0.59571,-0.556027,-0.474836,-0.495837,-0.276919,-0.216189,-0.122268,-0.138582,-0.110154,-0.138798,-0.096237,-0.188465,-0.094961,-0.161314,0.002876,-0.006092,0.380203,0.31366,0.327732,0.670326,0.313204,0.700714,0.362104,0.71845,-0.133455,-0.121571,-0.112875,-0.117863,-0.16305,-0.17529,-0.154282,-0.055604,-0.183172,-0.095199,-0.155514,0.126905,-0.132895,0.163622,-0.194002,0.143026,-0.135533,0.15875,-0.186793,0.150114,-0.157978,0.138493,-0.128276,0.115617,-0.114145,0.094468,-0.086361,0.181489,0.102473,0.20938,0.079142,0.257614,0.01284
9.640,65.289,131.176,130.342,98.092,1.337,66.76,169.96,0.001493,-0.001919,0.000361,0.260893,0.238129,0.240372,0.239707,0.24649,0.250605,0.254022,0.138801,0.136423,0.234058,0.234414,0.032583,0.150402,-0.131809,0.155783,-0.10526,0.288266,-0.103671,0.357857,-0.086737,0.391496,-0.093155,0.30636,-0.007816,0.010802,0.264157,0.007531,-0.065916,-0.320185,-0.137265,-0.354033,-0.175284,-0.265998,-0.602734,-0.624535,-0.624198,-0.626375,-0.630697,-0.628094,-0.617171,-0.627007,-0.564424,-0.593963,-0.555032,-0.474263,-0.493496,-0.283568,-0.222325,-0.108599,-0.201508,-0.082814,-0.210293,-0.05512,-0.264323,-0.073766,-0.227956,-0.000228,-0.00361,0.266844,0.321439,0.390251,0.613307,0.398292,0.632463,0.453927,0.658575,-0.01015,-0.004175,0.002643,-0.00028,-0.054042,-0.067332,-0.045388,0.03247,-0.111767,0.019977,-0.04975,0.165861,-0.097521,0.150016,-0.086301,0.109751,0.083222,0.121812,0.047353,0.110186,0.076096,0.101314,0.093907,0.125142,-0.124419,0.111178,-0.137328,0.204105,-0.070412,0.229476,-0.100681,0.281809,-0.138287
9.680,82.639,154.617,130.518,91.869,-0.332,56.163,170.181,0.001455,-0.001984,0.000224,0.237469,0.212038,0.213789,0.214066,0.229354,0.2332,0.237924,0.104128,0.124491,0.209105,0.213395,-0.011705,0.145157,-0.185356,0.162815,-0.161745,0.282435,-0.162499,0.353676,-0.143619,0.372082,-0.150276,0.293535,-0.0019,0.004809,0.272842,-0.173611,0.040125,-0.484466,-0.01188,-0.5176,0.001084,-0.474741,-0.600339,-0.622684,-0.622274,-0.624304,-0.629386,-0.626626,-0.615512,-0.62251,-0.557543,-0.593479,-0.554635,-0.471259,-0.479761,-0.283321,-0.225629,-0.084223,-0.243528,-0.051694,-0.267039,-0.015966,-0.320988,-0.043741,-0.274425,-0.000323,-0.003645,0.258016,0.31703,0.455839,0.588047,0.485558,0.604444,0.607688,0.652259,0.003679,0.007331,0.014244,0.011669,-0.040816,-0.05323,-0.031936,0.03523,-0.100678,0.031987,-0.035718,0.161671,-0.070027,0.150162,-0.045713,0.145275,0.126811,0.163986,0.102064,0.155647,0.129652,0.13915,0.13739,0.123787,-0.123339,0.094837,-0.148898,0.184329,-0.06117,0.208499,-0.086755,0.2584,-0.11506
